text,label,score,start,end,source
"The marriage lasted 15 years. As a divorced mother, I have relaxed into my body and learned to see through my own eyes — to look, not to look like; to be, not to pose. I no longer adjust myself according to my reflection in others’ eyes.",Evidence,0.8583499789237976,7283,7520,modern-love-i-tried-so-hard-to-be-good
"My body has changed since I danced in clubs more than two decades ago. Birthing four children has stretched my belly from a six-pack to a boule of unbaked bread. It is a mother’s body. It is my body, to embrace and be embraced with love.",Evidence,0.7882555723190308,7520,7757,modern-love-i-tried-so-hard-to-be-good
We are pleased to announce the start of the sixth Modern Love College Essay Contest. What has love been like for you during these difficult times? We want to know. Go to nytimes.com/essaycontest for details. Deadline is March 27th.,Lead,0.8562182188034058,7757,7988,modern-love-i-tried-so-hard-to-be-good
"Before Andrew Limbong went off to college, his mother cautioned him about the dire consequences he would face if he hugged a girl. Andrew grew up in a strict Christian household, and his parents are Indonesian immigrants, so they never spoke about sex at home.",Evidence,0.9050554633140564,0,260,modern-love-podcast-ham-sandwich
"When Andrew was 20, he met his first girlfriend, Sam. As they started dating, he felt his cultural and parental influences putting “pressure on my blood vessels, not allowing the blood to go where I oh so desperately wanted it to,” he wrote in his Modern Love essay in 2011.",Evidence,0.8785298466682434,260,534,modern-love-podcast-ham-sandwich
"According to Andrew’s Muslim American friend, his fears were the result of the “ham sandwich” effect: the feeling of shame when you’re breaking family tradition. Today, we unpack this metaphor — and then we hear from Andrew. He gives us an update about him and Sam (it’s exciting), and he shares advice for others who are struggling to take a bite of their own ham sandwiches.",Evidence,0.9849650859832764,534,910,modern-love-podcast-ham-sandwich
"This April, I was feeling good. I’d figured out the public pool’s lane-reservation system and swam several times a week. I couldn’t wait to write new stories once my kids went back to school. With vaccines on their way, I even made travel plans.",Evidence,0.8682533502578735,0,245,motivation-energy-advice
"Three months later, I’m in a slump. The pool stopped requiring reservations, but I haven’t been since June. Between Covid-19 variants and Western wildfires, I’m not fired up about a family road trip. And when my editor asked me to research a story about motivation, all I could think was: Ugh.",Evidence,0.9409634470939636,245,538,motivation-energy-advice
"Motivation is the energy that gets us to take action — and I’m not the only one finding it hard to come by. Some of us might have full-on burnout after a year-plus of loss, grief and pandemic challenges. Others could feel more like I do — nothing’s terribly wrong, but we can’t quite find our spark. Whatever situation we’re in, a closer look at motivation might give us more fuel to move forward, both day-to-day and into an uncertain future.",Evidence,0.9234091639518738,538,981,motivation-energy-advice
"As you look for your motivation, it helps to think of it falling into two categories, said Stefano Di Domenico, a motivation researcher who teaches at the University of Toronto Scarborough.",Claim,0.6043033003807068,981,1170,motivation-energy-advice
"First, there’s controlled motivation, when you feel you’re being ruled by outside forces like end-of-year bonuses and deadlines — or inner carrots and sticks, like guilt or people-pleasing. It’s hard to stay motivated when you’re not in the driver’s seat. Often when people say they’ve lost motivation, “what they really mean,” Dr. Di Domenico said, “is ‘I’m doing this because I have to, not because I want to.’”",Evidence,0.9831962585449219,1170,1583,motivation-energy-advice
"The second kind, autonomous motivation, is what we’re seeking. This is when you feel like you’re self-directed, whether you have a natural affinity for the task at hand, or you’re doing something because you understand why it’s worthwhile.",Claim,0.8723608255386353,1583,1822,motivation-energy-advice
"I wanted more of that feeling. But when it came to this story, I found that motivation touches so many parts of our lives — school, work, exercise, volunteering, health — that I didn’t know where to begin.",Claim,0.3734574317932129,1822,2027,motivation-energy-advice
I needed to start small. So I started with a cup of tea.,Evidence,0.519096851348877,2027,2083,motivation-energy-advice
"Looking forward to a reward isn’t the best for long-term motivation. But several studies suggest that pairing small, immediate rewards to a task improves both motivation and fun.",Evidence,0.3977574408054352,2083,2261,motivation-energy-advice
"Lora Park, an associate professor of psychology at the University at Buffalo, ran marathons before kids but now finds it can be hard to find a workout window before dark. When she uses the treadmill for an evening workout, she pairs it with Netflix to make running inside more pleasant.",Evidence,0.9241139888763428,2261,2547,motivation-energy-advice
I gave it a try. I found a favorite mug that I only use while writing and made a special tea or hot chocolate to sip in front of the computer.,Evidence,0.5966835618019104,2547,2689,motivation-energy-advice
"Tea can only take you so far, though. Clinical psychologist Richard M. Ryan, one of two scientists who developed a well-known approach to understanding motivation called self-determination theory, encourages those seeking lasting motivation to take a deep dive into their values.",Rebuttal,0.5054188966751099,2689,2968,motivation-energy-advice
"Dr. Ryan, a professor at Australian Catholic University in North Sydney, said that when you connect the things that are important to you to the things you need to do — even the drudgeries — you can feel more in control of your actions. What do you love about your work? What core value does it meet?",Evidence,0.7087408304214478,2968,3267,motivation-energy-advice
"Writing about your values can be a good start, said Tanaya Winder, an Albuquerque-based motivational speaker and poet. Ms. Winder, who teaches workshops on reconnecting to your sense of purpose, often has students free write about what makes them come alive.",Evidence,0.6788966655731201,3267,3525,motivation-energy-advice
I tried writing down a few words that resonated with my values. One that kept coming up for me was connection — another key part of motivation.,Claim,0.5124651789665222,3525,3668,motivation-energy-advice
"Ms. Winder said she draws her sense of purpose from her community — she is Duckwater Shoshone, Pyramid Lake Paiute and Southern Ute — and suggested considering how your motivation is tied to the people around you, whether that’s your family or your basketball team.",Evidence,0.8529496788978577,3668,3933,motivation-energy-advice
"Social connections like this are critical to rekindling motivation, Dr. Park said, especially following the pandemic’s forced isolation. “Without that fundamental connection, motivation just starts to wither.”",Evidence,0.715919017791748,3933,4142,motivation-energy-advice
"Feeling blah at work? Contact colleagues to collaborate on a project or to ask for specific advice relevant to their expertise. Or organize a brainstorming session, after-work meet-up or other activity to create that connection.",Lead,0.7081015110015869,4142,4370,motivation-energy-advice
"Reaching out lifts others, too. “Letting someone know that you are thinking of them is enough to kick-start their motivation,” and reminds them that you care, Dr. Park said.",Evidence,0.7411485314369202,4370,4543,motivation-energy-advice
"Recently, she sent a spontaneous thank-you note to a former college professor, thanking her for teaching a challenging, inspiring class. The professor responded quickly, saying that Dr. Park’s email had raised her flagging spirits.",Evidence,0.8037822246551514,4543,4774,motivation-energy-advice
"People also motivate each other through competition. In a 2016 study, researchers grouped students in an 11-week exercise program into small, online social networks: some groups were competitive, others provided support. Students in competitive groups exercised much more often than those in supportive social networks, said Damon Centola, the senior author of the study and a professor at the University of Pennsylvania.",Evidence,0.984728217124939,4774,5195,motivation-energy-advice
"People around us influence us more than we might like to believe — so harness that influence by seeking out a dose of competition when you need motivation to exercise, said Dr. Centola, whose book, “Change: How to Make Big Things Happen,” looks at how social networks fuel change.",Evidence,0.6384023427963257,5195,5475,motivation-energy-advice
"New athletic adventures can be motivational gold, too. A 2020 study suggested that trying out novel activities can help you stick with exercise.",Claim,0.5008112192153931,5475,5619,motivation-energy-advice
"I needed a little of both: I haven’t returned to the pool, but I heard about a friend’s half-marathon and got the urge to push myself, so I found a fall trail race and started training.",Evidence,0.6693800687789917,5619,5804,motivation-energy-advice
"When it comes to writing, though, competition just stresses me out. My internal monologue becomes a meanspirited aerobics instructor who says things like, “You’re lazy and ungrateful!” and “Finish this story, or you’ll never work again!”",Evidence,0.40616968274116516,5804,6041,motivation-energy-advice
"This doesn’t help. Treating ourselves with compassion works much more effectively than beating ourselves up, said Kristin Neff, an associate professor of educational psychology at the University of Texas at Austin. “People think they’re going to shame themselves into action,” yet self-compassion helps people stay focused on their goals, reduces fear of failure and improves self-confidence, which can also improve motivation, she said.",Evidence,0.47200486063957214,6041,6478,motivation-energy-advice
"To start, Dr. Neff suggested pausing to ask yourself what you need. Maybe you’ll find it’s time to refocus on your purpose, or notice you’re ready to ask for outside support. Sometimes simply acknowledging you’re going through a hard time, and that this is a normal part of life, is all it takes.",Evidence,0.40504100918769836,6478,6774,motivation-energy-advice
"Self-compassion doesn’t mean you’ll go soft or lose your drive, Dr. Neff said. Her new book, “Fierce Self-Compassion: How Women Can Harness Kindness to Speak Up, Claim Their Power, and Thrive,” highlights a study of university students who did poorly on a challenging vocabulary test. Students who were encouraged to be compassionate toward themselves after the test studied longer and performed better on a follow-up test, compared to students given either simple self-esteem-boosting comments or no instruction.",Evidence,0.9778991937637329,6774,7287,motivation-energy-advice
"“The key thing about self-compassion and motivation is that it allows you to learn from your failures,” Dr. Neff said.",Claim,0.7066034078598022,7287,7405,motivation-energy-advice
"And I’ve got plenty of failures to learn from, so on a morning run, I gave self-compassion a try. What did I need? First, exercise and more sleep. I could consider new approaches to this story and ask some colleagues for advice. Then I realized what I really needed to do: pay attention.",Evidence,0.9185405373573303,7405,7692,motivation-energy-advice
"I looked around. Even at dawn, I wasn’t alone: I saw dog walkers and maintenance workers, people commuting to work, people pulling up their masks. I imagined people in hospitals and homes, starting a new day whether they felt like it or not. The idea of all of us, trying and failing and trying again, carried me to the end of the run and to the end of this story. And if you’re still reading, you’ve found enough motivation to get here, too.",Lead,0.7321572303771973,7692,8134,motivation-energy-advice
"NASHVILLE — Not since Patsy Cline made it a country standard in 1961, perhaps, has “I Fall to Pieces” resonated so poignantly in Music City.",Claim,0.38449567556381226,0,140,nashville-gerrymandering-republican-democrat
Nashville has been represented by a single seat in the House of Representatives for as long as Tennessee has been a state. The seat has been held by a Democrat for 147 years.,Evidence,0.7410423755645752,140,314,nashville-gerrymandering-republican-democrat
All that was blown up this month when Gov. Bill Lee signed into law new political maps approved by fellow Republicans in the state legislature. The maps dismembered Nashville’s solidly Democratic House district and scattered its remains among three new districts that stretch deep into Republican rural areas.,Evidence,0.9495350122451782,314,623,nashville-gerrymandering-republican-democrat
"Almost certainly, each of the next House members representing parts of Nashville will be a conservative Republican. To Democrats, the Nashville gerrymander is an especially egregious twist of the political knife by a rural-dominated Republican legislature that regards the big city with a mixture of disdain and envy.",Evidence,0.8729564547538757,623,940,nashville-gerrymandering-republican-democrat
"“Dividing the capital city up three ways like Berlin is how you treat an enemy you’re trying to defeat, not a political rival,” said Jeff Yarbro, the State Senate’s Democratic leader.",Evidence,0.6113880276679993,940,1123,nashville-gerrymandering-republican-democrat
"Republicans call that criticism overwrought. But the move hints at an epic tug of war about the city’s future — one that reflects the nation’s divisions and yet is unique to Nashville. Subplots abound, but perhaps the most intriguing may be that the rural conservatives carving up the city are the very people whom Nashville’s music has historically celebrated.",Evidence,0.6602258682250977,1123,1484,nashville-gerrymandering-republican-democrat
"Nashville has grown as a diverse, largely Democratic boomtown that is a mix of hometown bravado, sophisticated education and health care, a history of cultural and political moderation, and the many streams of American music flourishing in the city. President Biden carried 64.5 percent of the vote in Davidson County, whose government merged with Nashville in 1963.",Evidence,0.7436693906784058,1484,1850,nashville-gerrymandering-republican-democrat
But these days Republicans see something else: an advertisement for red-state values with calling cards that include the cultural juggernaut of country music — even if its artists and messages are hardly a political monolith — low taxes and a parade of conservative figures flocking there to set up media shops or run for office.,Rebuttal,0.7385576367378235,1850,2179,nashville-gerrymandering-republican-democrat
"The differing visions reflect a city that has emerged as a credible rival to Atlanta as a whiter, more conservative Southern cultural and political center. It also has become a leading contender to host the 2024 Republican National Convention.",Evidence,0.8840126991271973,2179,2422,nashville-gerrymandering-republican-democrat
"“Nashville is not on the Republican National Committee’s short list because of any doubt about Tennessee’s 11 electoral votes,” said Kent Syler, a professor and expert on state politics at Middle Tennessee State University in Murfreesboro. “It is there because Nashville’s image speaks to swing voters across Middle America.”",Evidence,0.9502096176147461,2422,2747,nashville-gerrymandering-republican-democrat
"For many, Nashville seems a charmed place these days, even if the honky-tonk Bourbon Street that downtown Broadway has become is giving some residents second thoughts about whether all this prosperity is such a good thing.",Evidence,0.43684276938438416,2747,2969,nashville-gerrymandering-republican-democrat
"Economically, the city is on a tear, constructing high-rises and corporate campuses for companies like Amazon and Oracle and luring throngs of young, often progressive-minded workers to fill them. A 30,000-seat Major League Soccer stadium is getting finishing touches south of downtown, civic leaders are angling for a Major League Baseball franchise, and the airport is expanding to accommodate a projected five million new passengers a year by 2023.",Evidence,0.9367343783378601,2969,3420,nashville-gerrymandering-republican-democrat
"The city and nearby counties already accounted for many of the 565,000 new residents the state added in the last decade. By 2027, the region is expected to welcome another 200,000.",Evidence,0.9382428526878357,3420,3600,nashville-gerrymandering-republican-democrat
"Much credit for that prosperity goes to the economic development efforts of old-school moderate politicians of both parties like the former governors Lamar Alexander, a Republican, and Phil Bredesen, a Democrat. But a state legislature ruled by a new generation of Trump-friendly rural conservatives is now in charge, focused on social issues and eager to rein liberal urban policies and mores.",Evidence,0.9805353283882141,3600,3994,nashville-gerrymandering-republican-democrat
"Last year alone, legislators passed laws focusing on transgender students over their choice of bathrooms and participation in sports, and requiring women to bury or cremate the remains of abortions. An alliance with a conservative Christian college to set up scores of charter schools in the state was a highlight of Governor Lee’s State of the State speech last month.",Evidence,0.981920063495636,3994,4363,nashville-gerrymandering-republican-democrat
But the gerrymander has drawn the sharpest rebukes.,Rebuttal,0.9186825752258301,4363,4414,nashville-gerrymandering-republican-democrat
"“Until this year, full-throated Trumpism seemed to kind of stop at borders like Williamson County,” said Jon Meacham, the presidential biographer and Nashville resident, referring to the Republican suburbs at the city’s southern edge. “The redistricting represents a consequential incursion of what a lot of folks felt was contained. And that was the legislature’s point, of course.”",Evidence,0.9489189982414246,4414,4797,nashville-gerrymandering-republican-democrat
"The current Democratic occupant of the House seat, Representative Jim Cooper, called the gerrymander “a disaster for the future of the city.”",Claim,0.4976767301559448,4797,4938,nashville-gerrymandering-republican-democrat
"“It’s not about me,” said Mr. Cooper, a moderate in his 16th term who announced his retirement after the new districts were disclosed. “I’ve had a good career. But it deprives 29 percent of Tennesseans of their political voice, and it completely violates Nashville’s history and heritage.”",Evidence,0.7833755612373352,4938,5227,nashville-gerrymandering-republican-democrat
A legal challenge is possible but viewed as a long shot.,Claim,0.6523550748825073,5227,5283,nashville-gerrymandering-republican-democrat
"Scott Golden, the chairman of the state Republican Party, said it was time for a change. “A united Republican leadership in Tennessee has only been around for 11 years,” he said. “The previous 175 years belonged to the Democratic Party.",Evidence,0.8549041152000427,5283,5519,nashville-gerrymandering-republican-democrat
"“Nashville is a dynamic city, and it’ll be interesting to see what happens when you have Republican members of Congress representing them.”",Claim,0.4479577839374542,5519,5658,nashville-gerrymandering-republican-democrat
The new political map has one other consequence that riles critics: It snuffs out the ambitions of Black voters to send a Black representative to Congress or play any significant role in congressional elections.,Counterclaim,0.5448476076126099,5658,5869,nashville-gerrymandering-republican-democrat
"One in four Davidson County residents is Black, and about one in 10 is Hispanic; in 2020, Black candidates in the Democratic primary for U.S. Senate ran one-two in the city. One Black challenger to Mr. Cooper, who is white, dropped his bid after the redistricting occurred; a second is re-evaluating her candidacy.",Evidence,0.9834780097007751,5869,6183,nashville-gerrymandering-republican-democrat
"Charlane Oliver, a co-founder of the Equity Alliance, a voting rights advocacy group, said the new House seat boundaries were drawn “with surgical precision right through all the predominantly Black neighborhoods in Nashville.”",Evidence,0.692857027053833,6183,6410,nashville-gerrymandering-republican-democrat
"“They’re doing what they can to rig the system so they can rule from a minority place,” she said.",Claim,0.44913598895072937,6410,6507,nashville-gerrymandering-republican-democrat
"Nashville’s boom is luring two distinctly different populations. Young progressives are coming in droves for high-paying tech and finance jobs. But older workers, retirees and plenty of conservatives are streaming in from both coasts, attracted by low taxes — there is no state income tax, though sales taxes are stiff — and the country-music evocation of homespun values, personal freedom and unfettered patriotism.",Evidence,0.8369365334510803,6507,6923,nashville-gerrymandering-republican-democrat
"The newcomers include luminaries from the conservative power structure, including a contingent of Fox News and Daily Wire commentators like Tomi Lahren, Matt Walsh and Candace Owens. The Daily Wire, a widely read conservative news and opinion outlet, moved to Nashville from Los Angeles in 2020.",Evidence,0.9759607315063477,6923,7218,nashville-gerrymandering-republican-democrat
"Parler, the Twitter clone known for hosting advocates of the Jan. 6 riot, followed last year.",Claim,0.5510144829750061,7218,7311,nashville-gerrymandering-republican-democrat
"Most recently, Morgan Ortagus, the frequent Fox News guest and State Department spokeswoman during the Trump administration, moved to town — and was quickly endorsed by Mr. Trump for the new Fifth Congressional District, angering some prominent Republicans who preferred Robby Starbuck, a conservative filmmaker and another relative newcomer.",Evidence,0.974592924118042,7311,7653,nashville-gerrymandering-republican-democrat
"“My husband and I moved to Nashville because we wanted to raise our daughter in a state that embraces conservative values,” Ms. Ortagus said in an email.",Evidence,0.66319340467453,7653,7806,nashville-gerrymandering-republican-democrat
"Not all Republicans are welcoming the MAGA-certified would-be candidates. On Tuesday, a State Senate committee approved legislation that would bar anyone who had not lived in Tennessee for three years from running for either the U.S. House or Senate. That would apparently leave out both Ms. Ortagus and Mr. Starbuck.",Evidence,0.9571742415428162,7806,8123,nashville-gerrymandering-republican-democrat
"For once, Democrats and Republicans sort of agreed. The bill’s sponsor, State Senator Frank S. Niceley, said the bill would discourage wealthy “people flying over Tennessee and saying, ‘Look, there’s an open district.’” Mr. Yarbro, the Senate’s Democratic leader, said the conservative newcomers “couldn’t find a honky-tonk with a flashlight and a map of Broadway.”",Evidence,0.8857279419898987,8123,8488,nashville-gerrymandering-republican-democrat
Nor is it clear the city covets the Republican convention.,Claim,0.794440746307373,8488,8546,nashville-gerrymandering-republican-democrat
"Mayor John Cooper — the congressman’s brother — was studiously noncommittal, saying in a statement that the area welcomed interest from either party in a convention if it “makes business sense for the city and aligns with Nashville’s values.”",Evidence,0.7300376892089844,8546,8788,nashville-gerrymandering-republican-democrat
Exactly how this plays out over the long haul remains unclear.,Claim,0.5532132983207703,8788,8850,nashville-gerrymandering-republican-democrat
"Republicans are wagering that their gerrymander will contain Nashville’s Democratic energies for at least the next decade. While the city added nearly 90,000 residents in the last census, its suburban collar counties added more than 220,000. Republicans’ hope is that those new residents will favor them over Democrats.",Evidence,0.9509385228157043,8850,9169,nashville-gerrymandering-republican-democrat
But that is not a sure bet.,Rebuttal,0.9476887583732605,9169,9196,nashville-gerrymandering-republican-democrat
"“It might backfire on them,” Professor Syler said. “Those counties are safely Republican now, but they’re starting to trend Democratic,” a trend that picked up steam in the 2020 presidential election.",Evidence,0.6999370455741882,9196,9396,nashville-gerrymandering-republican-democrat
Others worry that domination by a hard-right legislature could turn off potential newcomers.,Counterclaim,0.9585226774215698,9396,9488,nashville-gerrymandering-republican-democrat
"“I hope that the carving up of Nashville doesn’t cause people and firms to have second thoughts about coming here,” said Frank M. Garrison, a former investment-firm executive and Nashville civic leader.",Concluding Statement,0.4509880244731903,9488,9690,nashville-gerrymandering-republican-democrat
"Cameron Sexton, the State House speaker from the eastern Tennessee town of Crossville, said concerns that the legislature could kill the golden goose were groundless.",Evidence,0.5789461731910706,9690,9856,nashville-gerrymandering-republican-democrat
"“Maybe if you’re more progressive, you might not want to come to Tennessee, but we’re still attracting a whole lot of new people here,” he told the Nashville public radio station WPLN last month.",Evidence,0.5669665336608887,9856,10051,nashville-gerrymandering-republican-democrat
Mr. Meacham said he was not sure the goose was so safe.,Claim,0.5186339020729065,10051,10106,nashville-gerrymandering-republican-democrat
"“This feels to me as though we’re beginning to play with culture-war fire,” he said.",Claim,0.5041452646255493,10106,10190,nashville-gerrymandering-republican-democrat
"As polarizing as natural wine has been, as heated and contentious as the arguments have gotten over its name and its reasons for being, its audience continues to expand, as do the number of producers.",Claim,0.6595341563224792,0,200,natural-wines
"Recently, I went shopping online for natural wines and found a dozen that are a pleasure to recommend. I might have included twice that many as I found bottles everywhere and from all over. The 12 I recommend are from New York, California, Australia, Chile, the Czech Republic, Spain, Germany, Austria, Italy and France.",Evidence,0.9872719645500183,200,520,natural-wines
"Among natural wine’s growing audience, some have surely been attracted because they think it’s fashionable. Others are curious about wines made outside the norm, wines that combine a respect for nature with traditional methods of production and that both taste and feel really good.",Evidence,0.8349119424819946,520,802,natural-wines
"Regardless of the initial allure, for many the appeal has lasted. Most striking is how popular natural wine seems to be among younger people, the demographic that the mainstream wine industry has the most difficulty reaching.",Evidence,0.3076111376285553,802,1027,natural-wines
"But though the number of producers has grown, the production of natural wine is necessarily small and labor intensive.",Rebuttal,0.8613823056221008,1027,1145,natural-wines
"The ethos of the genre is to farm organically; to ferment the grapes while adding nothing except, perhaps, a little sulfur dioxide, an antioxidant and stabilizer that has long been used in wine; and to remove nothing. It is a hands-on process that cannot be automated or mechanized for efficiency’s sake.",Evidence,0.7873809933662415,1145,1449,natural-wines
"Natural wine is ultimately an ideal that producers aim for, but are not always able to meet. So it is fitting that these winemakers’ intentions are idealistic. Whether their objective is to work in harmony with nature rather than exploiting it, to preserve local traditions and culture or simply to make the best-tasting wine for themselves and their customers, the wines and the production principles take precedence over profits.",Concluding Statement,0.8344821333885193,1449,1880,natural-wines
"In mass-market winemaking, wine must be protected against possible spoilage during every step of the production process. The cultured yeast, the enzymes and the overuse of sulfur dioxide are all compromises aimed at protecting the investment.",Evidence,0.5038291811943054,1880,2122,natural-wines
"By contrast, natural winemaking is risky. It requires meticulous care in both the vineyard and the cellar as overly casual viticulture or winemaking can doom a batch of wine. To look at it another way, making natural wine requires great skill because mistakes can’t be undone with additions or technology.",Counterclaim,0.4953267276287079,2122,2427,natural-wines
"It’s an arduous task, but the results can be thrilling.",Claim,0.5844953060150146,2427,2482,natural-wines
"This is not to say that people should drink only natural wine. An entire spectrum of methods and intentions exists between the poles of natural and industrial, and consumers have their reasons for selecting what they like, whether preference, convenience or budget.",Evidence,0.37995585799217224,2482,2747,natural-wines
I’m drawn to natural wines because I love the unmediated flavors and expressions that come from grape to glass. I love the clear sense of place I often find and being able to sense the personalities of the producers in the glass. I’m moved by the respect for culture and tradition inherent in natural wine.,Evidence,0.7524094581604004,2747,3053,natural-wines
"This last point is important. Natural wine producers in historic regions are largely responsible for rediscovering and protecting local grapes and styles, which, if bureaucrats and powerful critics had their way, might have disappeared. Instead, we have the diversity of grapes and styles that is the joy of wine culture today.",Evidence,0.7005641460418701,3053,3380,natural-wines
"I’m not blindly devoted to natural wines. Certain flaws occur that I don’t see in more mainstream bottles, like mousiness, an odd quality reminiscent of cedar shavings in mouse cages that can only be sensed retronasally, after the wine has been in the mouth.",Evidence,0.30512967705726624,3380,3638,natural-wines
"I found a few mousy bottles in this batch and did not include them among the 12 bottles, just as I would not recommend unbalanced or insipid wines, flaws more typical of mainstream labels.",Evidence,0.7229268550872803,3638,3826,natural-wines
"Because it is so laborious and personal to produce, natural wine is hard to scale up. It is necessarily made in small quantities, so these wines may only be available in certain parts of the country.",Claim,0.5142799019813538,3826,4025,natural-wines
"One characteristic of natural wine culture is to question authority, including that of wine critics. So, even if you do find these bottles, feel free to experiment, to try other others. Good wine shops ought to at least have a small selection, so ask for suggestions and make your own discoveries.",Evidence,0.9026668667793274,4025,4322,natural-wines
"Here are my 12 recommendations, from lowest to highest price.",Claim,0.540062665939331,4322,4383,natural-wines
"Roberto Henríquez Secano Interior Itata Rivera del Notro Blanco 2020, 12 percent, $23",Evidence,0.4652659296989441,4383,4468,natural-wines
"Roberto Henríquez Ascencio made wine in Canada, South Africa and the Loire Valley before settling in the Bío Bío region of Chile. He works with very old vines that have been farmed organically or biodynamically. This fresh orange wine is made of roughly equal parts sémillon, muscat of Alexandria and corinto, better known as Pedro Ximénez. It’s intensely floral, lightly textured and altogether delicious. (T. Edward Wine, New York)",Evidence,0.9895702600479126,4468,4901,natural-wines
"Absentee Winery California Red Wine 2019, 14.5 percent, $26",Evidence,0.5507266521453857,4901,4960,natural-wines
"The minimalist label on this bottle tells you almost everything you need to know. The wine? It’s red. The ingredients? Grapes. That’s it. The proprietor, Avram Deixler, worked all over the world before setting up shop in Point Reyes Station in northern Marin County, where he grew up. This bottle, as I later learned, is made with carignan, syrah, zinfandel, petite sirah and abouriou, all grown organically in Mendocino County. The wine is fresh and alive, mildly tannic, direct and to the point. It’s potent, but wears its power lightly. Abouriou, by the way, is a grape from southwestern France that used to be popular in California, where it was known as “early burgundy” for its tendency to ripen quickly.",Evidence,0.9809255003929138,4960,5670,natural-wines
"Ca’ de Noci Emilia Rosso Bio Sottobosco 2020, 10 percent, $27",Evidence,0.4461561441421509,5670,5731,natural-wines
"When I drank this earthy, savory, sparkling red wine from Emilia-Romagna I imagined I had gotten it directly from a farmhouse there. It’s not rustic, it’s simply wonderful — bone-dry, moderately tannic, fruity and stony, unaffected by commercial polish or marketing sensibilities. Not surprising, given Ca’ de Noci’s excellent track record of making superb wines without sulfur dioxide, this wine was perfectly stable. Drink it with pizza, Italian sausages or just for fun. (Louis/Dressner Selections, New York)",Evidence,0.9487708806991577,5731,6242,natural-wines
"MicroBio Correcaminos Castilla y Léon 2020, 13 percent, $29",Claim,0.5953665971755981,6242,6301,natural-wines
"Ismael Gozalo is the founder and proprietor of MicroBio. He gets grapes from a variety of sources, but his home territory is the village of Nieva in Castilla y Léon, northwest of Madrid. This particular wine, Correcaminos, was made of old vines of verdejo, farmed organically, aged in steel vats and bottled without sulfur dioxide. It’s slightly cloudy, fresh and alive, with earthy, refreshing flavors of fruits, flowers and herbs. (Selections de la Viña/Fruit of the Vines, Long Island City, N.Y.)",Evidence,0.955388605594635,6301,6800,natural-wines
"Wild Arc Farm New York State Blackbird 2020, 10.5 percent, $30",Evidence,0.6085661053657532,6800,6862,natural-wines
"Wild Arc Farm in the Hudson Valley got its start in 2016 and already is in the vanguard of young, imaginative producers working with hybrid grapes. It is best known for its revival of piquette, a lowly beverage given by preindustrial landowners to their agricultural workers, which historically was made by refermenting grape pomace with water. Wild Arc turned it into a delicious, sparkling, low-alcohol beverage that has been widely embraced. Blackbird is not piquette. Rather, it’s a blend of riesling and noiret, a red hybrid, which are fermented together. The result is a thirst quenching, deliciously refreshing, spicy wine that goes down easy.",Evidence,0.9551776647567749,6862,7512,natural-wines
"Milan Nestarec Czech Republic OKR 2020, 12.5 percent, $30, 1 liter",Evidence,0.6453218460083008,7512,7578,natural-wines
"Milan Nestarec makes natural wines using grapes from his family vineyards in the Moravia region of the Czech Republic, which is closer to Vienna than to Prague. Over the last decade his wines have gotten better and better. This easy-drinking white blend of chardonnay, grüner veltliner, sauvignon blanc and savagnin is macerated with the skins briefly for a touch of texture and a hint of tannins. With its lively acidity, OKR is like a bolt of energy, dry and thoroughly refreshing. (Jenny & François Selections, New York)",Evidence,0.9839030504226685,7578,8101,natural-wines
"2Naturkinder Black Betty Landwein 2019 11.5 percent, $30",Evidence,0.5349502563476562,8101,8157,natural-wines
"Michael Völker and Melanie Drese, the proprietors of 2Naturkinder (meaning two children of nature in German), make luminous wines from sometimes unlikely combinations of grapes. This one is made mostly of domina, a cross between blauer portugieser, a once popular German grape, with pinot meunier and a little bit of pinot noir. It’s pale garnet, and though domina has the reputation of making tannic wines, this is delicate, almost fragile in its purity and loveliness. The wine is named Betty after the first lamb born in their domina vineyard. (Jenny & François Selections)",Evidence,0.9823712110519409,8157,8733,natural-wines
"Florèz Wines Santa Clara Valley Free Solo Old Vine Heritage Blend Red Wine 2020, 13.4 percent, $32",Evidence,0.7384051084518433,8733,8831,natural-wines
"James Jelks works with dry-farmed, organic and sustainable vineyards in the Santa Cruz area. Free Solo is made with a half dozen different grapes including zinfandel, mourvèdre, carignan, alicante bouschet, petite sirah and black muscat. Made without additives, it is lively and fragrant, with aromas and flavors of flowers, herbs and red fruits.",Evidence,0.9848031997680664,8831,9177,natural-wines
"Partida Creus Catalonia BB 2020, 13 percent, $33",Evidence,0.48415136337280273,9177,9225,natural-wines
"Massimo Marchiori and Antonella Gerosa, the proprietors of Partida Creus, are originally from Italy but settled in Catalonia, about an hour southwest of Barcelona. They make wines largely from little-known indigenous varieties. This red wine, made with bobal, is a bit of an oddity in that bobal is more typically found down the Mediterranean coast in Valencia. In their hands the wine is fresh and pure, full of energy and tasting deeply of spices, herbs and red fruits. (Selections de la Viña/Fruit of the Vines)",Evidence,0.9869721531867981,9225,9739,natural-wines
"Lucy M Adelaide Hills Stupefacente Sangiovese 2020, 12.5 percent, $35",Evidence,0.5280621647834778,9739,9808,natural-wines
